label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
pump;pump;[];[];[];[];[];[];nan;False;False;31.925547653791725;False;False;0.9000000015136832;True;False;1.2385007984605314;False;False;0x000002786A0CA7B8;False;nan;0x00000278628B0B00;True;nan;0.010574341033850488;False
